Brand;Model;Engine;Year;Km;City;Price;Link
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
Mercedes-Benz;C-Класс 200 IV (W205) Рестайлинг;1.5 л / 184 л.с. / Бензин;2018;20 000 км;Хабаровск;3 390 000 ;https://auto.ru/cars/used/sale/mercedes/c_klasse/1102640080-c840200c/
Nissan;Murano III (Z52);3.5 л / 249 л.с. / Бензин;2018;91 000 км;Новокузнецк;2 610 000 ;https://auto.ru/cars/used/sale/nissan/murano/1119108966-1e3dada2/
Renault;Duster I Рестайлинг;1.6 л / 114 л.с. / Бензин;2018;134 000 км;Новокузнецк;1 000 000 ;https://auto.ru/cars/used/sale/renault/duster/1118065287-fc750ecc/
Infiniti;Q50 I Рестайлинг;3.5 л / 364 л.с. / Гибрид;2018;87 000 км;Москва;2 580 000 ;https://auto.ru/cars/used/sale/infiniti/q50/1119206722-54e01bfd/
Audi;A6 55 TFSI V (C8);3.0 л / 340 л.с. / Бензин;2018;99 000 км;Екатеринбург;4 350 000 ;https://auto.ru/cars/used/sale/audi/a6/1119206756-d635b8ec/
Toyota;Fortuner II;2.7 л / 166 л.с. / Бензин;2018;91 000 км;Омск;2 880 000 ;https://auto.ru/cars/used/sale/toyota/fortuner/1119206662-7fa38113/
